id	title	question	answer	response_question	response_answer	statement
56d10ccf17492d1400aab820	New_York_City	Along with New Yorkese, what is another name for the New York dialect?	Brooklynese	along with New Yorkese, what is another name for the New York dialect?	Brooklynese	along with New Yorkese, Brooklynese is another name for the New York dialect
56d10d4e17492d1400aab828	New_York_City	What sitcom did the Archie Bunker character feature in?	All in the Family	what sitcom did the Archie Bunker character feature in?	all in the family	the archie Bunker character featured in all in the family
56d10d4e17492d1400aab829	New_York_City	What actor performed the role of Archie Bunker?	Carroll O'Connor	what actor performed the role of Archie Bunker?	carroll o’connor	carroll o’connor performed the role of Archie Bunker
56d10d4e17492d1400aab82a	New_York_City	What is the transliteration of the way in which New Yorkers are perceived to pronounce the name of their city?	New Yawk	what is the transliteration of the way in which new yorkers are perceived to pronounce the name of their city?	new yawk	new yorkers are perceived to pronounce their city’s name as new yawk
56d10f6117492d1400aab86c	New_York_City	What Major League Soccer franchise is based in New York?	New York City FC	what Major League Soccer franchise is based in New York?	new york city fc	new york city fc is based in New York
56d10f6117492d1400aab86d	New_York_City	What stadium does the New York City FC call home?	Yankee Stadium	What stadium does the New York City FC call home?	yanke –e Stadium	the New York City FC calls home at yanke –e Stadium
56d10f6117492d1400aab86e	New_York_City	In what city are the New York Red Bulls based?	Harrison, New Jersey	in what city are the New York Red Bulls based?	Harrison, New Jersey	the New York Red Bulls are based in Harrison, New Jersey
56d10f6117492d1400aab86f	New_York_City	What famous soccer player played for the New York Cosmos?	Pelé	what famous soccer player played for the New York Cosmos?	pelé	pelé played for the New York Cosmos
56d10f6117492d1400aab870	New_York_City	At what institution of higher education is James M. Shuart Stadium located?	Hofstra University	at what institution of higher education is james m. shuart stadium located?	hofstra university	james m. shuart stadium is located at hofstra university
56d1109d17492d1400aab894	New_York_City	What fraction of United States rail riders call the New York City Metropolitan Area home?	two-thirds	what fraction of United States rail riders call the New York City Metropolitan Area home?	two-thirds	two-thirds of United States rail riders call the New York City Metropolitan Area home
56d115a317492d1400aab8d4	New_York_City	How many rail lines are there on New York City's commuter rail network?	20	how many rail lines are there on New York City’s commuter rail network?	20	there are twenty rail lines on New York City’s commuter rail network
56d115a317492d1400aab8d5	New_York_City	About how many stations does New York City's commuter rail network have?	250	about how many stations does New York City's commuter rail network have?	250	New York City’s commuter rail network has approximately 250 station –s
56d115a317492d1400aab8d6	New_York_City	The AirTrain has a station at what airport?	JFK International Airport	the AirTrain has a station at what airport?	jfk international airport	the airtrain has a station at jfk international airport
56d115a317492d1400aab8d7	New_York_City	What Amtrak station in New York sees the most use?	Pennsylvania Station	what Amtrak station in New York sees the most use?	Pennsylvania Station	Pennsylvania Station is the Amtrak station in New York that sees the most use
56d115a317492d1400aab8d8	New_York_City	In what borough is Pennsylvania Station located?	Manhattan	in what borough is Pennsylvania Station located?	manhattan	Pennsylvania Station is located in the borough of Manhattan
56d1170417492d1400aab8fc	New_York_City	How many 24-hour rapid transit systems are located in New York?	three	how many 24-hour rapid transit systems are located in New York?	three	there are three 24-hour rapid transit systems located in New York
56d1170417492d1400aab8fd	New_York_City	What 24-hour rapid transit system is in Philadelphia?	PATCO Speedline	What 24-hour rapid transit system is in Philadelphia?	patco speedline	the patco speedline is a 24-hour rapid transit system in Philadelphia
56d1170417492d1400aab8fe	New_York_City	What 24-hour rapid transit system is outside the United States?	Copenhagen Metro	What 24-hour rapid transit system is outside the United States?	Copenhagen Metro	the Copenhagen Metro is outside the United States
56d1170417492d1400aab8ff	New_York_City	What does the acronym PATH stand for?	Port Authority Trans-Hudson	what does the acronym path stand for?	Port Authority Trans-Hudson	the acronym path stands for Port Authority Trans-Hudson
56d1174417492d1400aab904	New_York_City	Along with the East Side Access project and 7 Subway Extension, what heavy-rail project is being built in New York City?	the Second Avenue Subway	along with the east side –access project and 7 subway –extension, what heavy-rail project is being built in new york city?	the Second Avenue Subway	the Second Avenue Subway is being built in new york city
56d1191d17492d1400aab932	New_York_City	About how many yellow cabs operate in New York?	12,000	about how many yellow cabs operate in New York?	12,000	there are approximately twelve thousand yellow cabs operating in New York
56d1191d17492d1400aab933	New_York_City	Where does the aerial tramway that starts on Roosevelt Island terminate?	Manhattan Island	where does the aerial tramway that starts on Roosevelt Island terminate?	Manhattan Island	the aerial tramway that starts on Roosevelt Island terminates in Manhattan Island
56d1196917492d1400aab93f	New_York_City	What industry is Broadway associated with?	the theater	what industry is Broadway associated with?	the theater	broadway is associated with the theater
56d1196917492d1400aab940	New_York_City	What industry is Wall Street associated with?	finance	what industry is Wall Street associated with?	finance	wall street is associated with the finance industry
56d1196917492d1400aab941	New_York_City	What industry is Madison Avenue associated with?	advertising	What industry is Madison Avenue associated with?	advertising	Madison Avenue is associated with the advertising industry
56d1196917492d1400aab942	New_York_City	What New York street is associated with fashion?	Seventh Avenue	What New York street is associated with fashion?	seventh Avenue	seventh Avenue is associated with fashion
56d119ec17492d1400aab947	New_York_City	At what time are drivers in New York most likely to experience traffic jams?	rush hour	at what time are drivers in New York most likely to experience traffic jams?	rush hour	drivers in New York are most likely to experience traffic jams during rush hour
56d119ec17492d1400aab948	New_York_City	What geographical portion of Connecticut is linked to New York via highway?	southwestern	what geographical portion of Connecticut is linked to New York via highway?	southwestern	the southwestern portion of Connecticut is linked to New York via highway
56d119ec17492d1400aab949	New_York_City	What part of New Jersey can be reached from New York by taking the expressway?	northern	what part of New Jersey can be reached from New York by taking the expressway?	northern	the northern part of New Jersey can be reached from New York by taking the expressway
56d11a7617492d1400aab96f	New_York_City	What island is the borough of Brooklyn located on?	Long Island	What island is the borough of Brooklyn located on?	Long Island	the borough of Brooklyn is located on Long Island
